0.7858253311	1.2575161491	1.0711059794	1.1225235881	1.3418588108	0.4125821198	0.8977537167	1.5827966994	0.8873808503	1.0086137628	0.9672198235	1.0486537488	0.7693516573	1.1091966635	1.0338911338	0.9388554366	0.8091511396	1.1514109377	1.0434141157	1.1892662942	0.5563843586	1.1753532607	1.0516474885	1.5456999597	1.2258757302	1.0685590171	1.0292893285	1.0815874311	0.5563843586	0.9067696265	0.5245938575	1.0417843047	0.7858253311
1.5023526199	0.9704899796	1.5857526600	1.1984103935	1.5023526199	0.8428609576	1.3162085665	0.7977641246	1.0051540841	1.1898294987	0.8572150539	0.9581568369	0.4778799923	1.6306789586	1.0498379589	0.9158846602	0.8508080366	0.8761939769	0.9491642593	0.9775953192	1.1153478448	1.1253095681	1.2687989872	1.3988448740	0.9100474267	1.0181162300	1.0942637432	0.8476730172	2.4237599060	1.3418588108	0.6274649566	1.0815526286	0.9775953192
0.9245967081	1.4049520859	1.6984233142	0.9050221781	0.8508080366	0.9235729834	1.2039071987	1.0045351837	1.2354398136	0.8094283420	0.9599960811	1.1082682080	1.2780215175	1.5178273919	1.0779688212	1.3081460261	1.0514417905	0.8904498451	1.1283807593	0.9245967081	1.2258757302	1.0612744872	0.7451832755	0.9235729834	2.4237599060	2.0925755756	0.9296807882	0.9395318051	0.8020218256	0.7597580091	0.5829873082	0.7977641246	1.2933069840
1.0789684184	1.4128623813	0.7049521558	2.0172311923	1.1224206435	1.3224768648	0.9268111864	1.0538827395	0.8348816285	0.9923128640	0.8929221615	1.2893963130	0.7592509081	1.7381056755	0.9457273222	0.7712981820	0.7562383527	0.9019849063	1.0089986050	0.8433667212	1.5346296742	1.1000963362	0.5766945926	2.1290425445	0.8394888709	0.7233868176	1.0685013562	1.0400009736	1.2632131164	0.8817383387	1.0787879881	0.9532781379	0.9223797415
0.6582477487	0.9734093659	0.6716852119	0.7662114699	0.9842762644	2.6488553499	0.9798191046	0.8532588731	0.9974339842	1.0129747029	0.9437285485	0.9879693988	1.4851845039	1.5826380373	0.9375541708	1.0936340147	1.1341233064	0.8581826953	0.9647346465	0.7161378079	1.3353602244	1.0022649179	1.0947837540	0.7916320588	1.3353602244	0.8986968520	0.9067552799	1.2604136353	0.4696947004	1.1282225094	1.1111809403	1.3223344153	1.4870048702
1.2676393542	1.2625336854	0.8520719636	0.5447481511	0.9488721681	1.1912010209	1.1928541710	1.4152278210	1.1347115392	1.2619214861	0.8768200469	1.0055082662	1.3546477199	1.2241790685	0.9192924383	1.0667037545	1.0893989867	1.1296147097	1.0350965540	1.0841521718	0.8663849239	1.4361729835	1.1632314482	0.9543349073	0.6223563066	0.8525854062	0.9660069429	0.8976989934	1.8754637661	0.5923784502	1.0478501754	1.2401554273	1.0893989867
0.9400594692	0.8700052724	0.6156783102	1.5981569520	0.7250508934	1.4065531319	1.1524816364	1.1787687604	1.1829735909	1.1977745896	1.0406792124	0.8808088037	0.5918551205	1.1127222687	1.0060169333	1.1540629672	1.2001728286	0.9429902454	1.0582479485	1.0159749210	1.3623733107	1.1110917636	1.6975592737	1.6067966041	0.9066761717	1.5065182708	0.9007913031	0.9547472538	1.0035921873	1.4152278210	1.7748710594	0.9620981578	1.0587987562
1.0299291811	0.7983605706	0.8379697298	1.7151879252	1.0687767119	0.7030199033	1.2401554273	1.1055546841	0.9437285485	0.9457273222	0.9310614318	1.1623962428	0.5004867234	1.8781060135	0.9417015532	0.8624145732	0.7699346019	1.0174002200	0.9777291158	0.9620981578	1.1453545572	0.8676927843	0.6782478928	1.1195431822	0.7705278126	1.3170876575	1.1506281303	0.9454816492	2.0210284668	0.9090112993	0.7561568951	1.0947124444	1.4361729835
0.8483428078	1.5296173934	1.0114557694	2.2256849598	0.9576862184	1.1029296139	0.8629296214	1.2775621651	1.1468446242	1.0848802355	0.8348816285	1.0685013562	0.6431554217	1.2833384672	1.0129747029	0.8225805758	1.0393949847	0.8492193652	1.0508905848	0.8532588731	1.4224348347	1.0490117839	1.2207717950	0.8327318630	1.3623733107	0.7077830178	1.1139591415	1.0771040304	0.6949332673	0.8724129642	1.3353602244	1.5191848388	0.8581196778
1.3223344153	1.1810191880	1.6823754131	0.6257207709	1.2401554273	0.9474508190	0.6582477487	1.2676393542	1.0129747029	0.9590774634	1.0908027865	1.1689094775	0.8872543823	1.1056945566	1.0619075615	0.9697669163	1.0159749210	1.0667037545	1.0308433187	1.3102531131	1.5571175947	1.0346443511	0.4360922216	1.1453545572	1.2107200376	0.9044089021	0.8602918378	0.9879693988	1.7340200737	1.2676393542	0.8730920864	0.9223797415	0.7632113139
