0.584626	0.503543
1.230899	2.075935
0.809655	2.100856
1.716658	0.670038
0.755500	1.230617
1.030764	0.589835
0.887529	1.344990
1.480707	2.324507
0.478827	0.853582
1.213081	0.534554
0.863683	0.328637
2.400944	1.292301
0.650879	0.824547
1.068276	0.131450
0.963174	1.044690
1.396958	2.746037
0.608942	1.028836
1.272531	1.172045
0.763803	0.900939
1.687705	0.576778
0.713341	1.466683
1.049697	1.148873
0.912712	0.665674
1.584438	2.983932
0.455186	1.479835
1.155689	1.300559
0.836478	0.875703
1.898820	0.997035
0.695566	0.459715
1.114289	0.637568
0.991845	0.600193
1.341685	0.232653
0.543855	1.052492
1.258958	1.617128
0.800089	2.579305
1.807570	0.729210
0.731027	1.117364
1.005100	0.579962
0.905639	1.417121
1.456998	1.902983
0.520846	0.920234
1.177945	1.001061
0.872038	3.408029
2.320945	2.385587
0.639831	1.271143
1.090496	2.654906
0.939740	0.952959
1.419668	0.663494
0.604275	1.680627
1.294667	4.582772
0.782925	1.207190
1.595438	1.182570
0.722423	0.704298
1.045119	0.482244
0.925413	2.135573
1.522259	0.626387
0.296103	1.502615
1.168819	5.960741
0.832475	2.155603
2.000869	2.352891
0.671994	2.847636
1.137172	0.763477
0.977297	0.865343
1.336090	1.810358
0.567125	0.826912
1.228640	0.942876
0.819189	1.065564
1.748430	2.062996
0.751086	3.118479
1.019930	1.939820
0.886034	0.270600
1.505777	1.420539
0.489680	2.822505
1.203139	0.755547
0.851393	3.221871
2.782832	1.428282
0.661840	0.929810
1.075631	1.970604
0.958203	1.393088
1.375665	0.650852
0.621229	1.134937
1.287536	1.010554
0.768815	0.257295
1.662723	1.588208
0.700506	1.555219
1.060060	1.020031
0.921851	0.723127
1.552205	0.760422
0.438646	1.244237
1.142162	0.314444
0.845451	0.961196
1.969487	0.855348
0.681539	2.019250
1.105818	0.601111
0.996347	1.559270
1.359662	1.201497
0.560189	0.412205
1.243316	2.248922
0.795639	0.690835
1.846917	0.329520
